name,From,To,Pos,Ht,Wt,Birth Date,College,player_headshot,player_id
Joe Binion,1987,1987,F,6-8,235,1961-03-26,North Carolina Agricultural and Technical State University,,312
Jerry Bird,1959,1959,F,6-6,210,1935-02-2,University of Kentucky,,313
Larry Bird,1980,1992,F,6-9,220,1956-12-7,Indiana State University,,314
Otis Birdsong,1978,1989,G,6-3,190,1955-12-9,University of Houston,,315
Gale Bishop,1949,1949,F,6-3,195,1922-06-4,Washington State University,,316
Bismack Biyombo,2012,2017,C-F,6-9,255,1992-08-28,,"static/useful_pics/Bismack Biyombo.png",317
Nemanja Bjelica,2016,2017,F,6-10,240,1988-05-9,,,318
Uwe Blab,1986,1990,C,7-1,252,1962-03-26,Indiana University,,319
Charlie Black,1949,1952,F-C,6-5,200,1921-06-15,University of Kansas,,320
Norman Black,1981,1981,G,6-5,185,1957-11-12,Saint Joseph's University,,321
Tarik Black,2015,2017,C-F,6-9,250,1991-11-22,University of Kansas,,322
Tom Black,1971,1971,C,6-10,220,1941-07-9,South Dakota State University,,323
Rolando Blackman,1982,1994,G,6-6,190,1959-02-26,Kansas State University,,324
Alex Blackwell,1993,1993,F,6-6,250,1970-06-27,Monmouth University,,325
Cory Blackwell,1985,1985,F,6-6,210,1963-03-27,University of Wisconsin,,326
James Blackwell,1995,1995,G,6-0,190,1968-02-25,Dartmouth College,,327
Nate Blackwell,1988,1988,G,6-4,170,1965-02-15,Temple University,,328
DeJuan Blair,2010,2016,F-C,6-7,270,1989-04-22,University of Pittsburgh,"static/useful_pics/DeJuan Blair.png",329
Steve Blake,2004,2016,G,6-3,172,1980-02-26,University of Maryland,"static/useful_pics/Steve Blake.png",330
Will Blalock,2007,2007,G,6-0,205,1983-09-8,Iowa State University,,331
George Blaney,1962,1962,G,6-1,175,1939-11-12,College of the Holy Cross,,332
Lance Blanks,1991,1993,G,6-4,190,1966-09-9,University of Texas at Austin,,333
Ricky Blanton,1993,1993,F,6-7,215,1966-04-21,Louisiana State University,,334
Andray Blatche,2006,2014,F,6-11,235,1986-08-22,,"static/useful_pics/Andray Blatche.png",335
Mookie Blaylock,1990,2002,G,6-0,180,1967-03-20,University of Oklahoma,,336
Eric Bledsoe,2011,2017,G,6-1,190,1989-12-9,University of Kentucky,"static/useful_pics/Eric Bledsoe.png",337
Leon Blevins,1951,1951,G,6-2,160,1926-06-25,University of Arizona,,338
John Block,1967,1976,F-C,6-9,207,1944-04-16,University of Southern California,,339
Mike Bloom,1948,1949,F-C,6-6,190,1915-01-14,Temple University,,340
Corie Blount,1994,2004,F,6-9,240,1969-01-4,University of Cincinnati,,341
Mark Blount,2001,2009,C,7-0,230,1975-11-30,University of Pittsburgh,,342
Vander Blue,2014,2015,G,6-4,200,1992-07-17,Marquette University,,343
Ray Blume,1982,1982,G,6-4,185,1958-09-23,Oregon State University,,344
Nelson Bobb,1950,1953,G,6-0,170,1924-02-25,Temple University,,345
Tony Bobbitt,2005,2005,G,6-4,190,1979-10-22,University of Cincinnati,,346
Bucky Bockhorn,1959,1965,G,6-4,200,1933-07-8,University of Dayton,,347
Tom Boerwinkle,1969,1978,C,7-0,265,1945-08-23,University of Tennessee,,348
Keith Bogans,2004,2014,G-F,6-5,215,1980-05-12,University of Kentucky,"static/useful_pics/Keith Bogans.png",349
Bojan Bogdanovic,2015,2017,G-F,6-8,216,1989-04-18,,,350
Muggsy Bogues,1988,2001,G,5-3,136,1965-01-9,Wake Forest University,,351
Andrew Bogut,2006,2017,C,7-0,260,1984-11-28,University of Utah,"static/useful_pics/Andrew Bogut.png",352
Etdrick Bohannon,1998,2001,F,6-9,220,1973-05-29,Auburn University at Montgomery,,353
Manute Bol,1986,1995,C,7-7,200,1962-10-16,University of Bridgeport,,354
Bill Bolger,1954,1954,F,6-5,205,1931-08-21,Georgetown University,,355
Joel Bolomboy,2017,2017,F,6-9,235,1994-01-28,Weber State University,,356
Doug Bolstorff,1958,1958,G,6-4,195,1931-10-29,University of Minnesota,,357
George Bon Salle,1962,1962,F,6-8,220,1935-07-1,University of Illinois at Urbana-Champaign,,358
Phil Bond,1978,1978,G,6-2,175,1954-07-27,University of Louisville,,359
Walter Bond,1993,1995,G,6-5,200,1969-02-1,University of Minnesota,,360
Dexter Boney,1997,1997,G,6-4,185,1970-04-27,"University of Nevada, Las Vegas",,361
Ron Bonham,1965,1968,F,6-5,192,1942-05-31,University of Cincinnati,,362
Anthony Bonner,1991,1996,F,6-8,215,1968-06-8,Saint Louis University,,363
Matt Bonner,2005,2016,F,6-10,235,1980-04-5,University of Florida,"static/useful_pics/Matt Bonner.png",364
Butch Booker,1970,1970,C,6-10,230,1945-07-20,Cheyney University of Pennsylvania,,365
Devin Booker,2016,2017,G,6-6,206,1996-10-30,University of Kentucky,,366
Melvin Booker,1996,1997,G,6-1,185,1972-08-20,University of Missouri,,367
Trevor Booker,2011,2017,F,6-8,228,1987-11-25,Clemson University,"static/useful_pics/Trevor Booker.png",368
Josh Boone,2007,2010,F-C,6-10,237,1984-11-21,University of Connecticut,"static/useful_pics/Josh Boone.png",369
Ron Boone,1969,1981,G-F,6-2,200,1946-09-6,Idaho State University,,370
Calvin Booth,2000,2009,C,6-11,230,1976-05-7,Pennsylvania State University,"static/useful_pics/Calvin Booth.png",371
Keith Booth,1998,1999,F,6-6,226,1974-10-9,University of Maryland,,372
Bob Boozer,1961,1971,F,6-8,215,1937-04-26,Kansas State University,,373
Carlos Boozer,2003,2015,F-C,6-9,258,1981-11-20,Duke University,"static/useful_pics/Carlos Boozer.png",374
Curtis Borchardt,2004,2005,C,7-0,240,1980-09-13,Stanford University,,375
Jake Bornheimer,1949,1950,F-C,6-5,200,1927-06-29,Muhlenberg College,,376
Lazaro Borrell,2000,2000,F,6-8,220,1972-09-20,,,377
Ike Borsavage,1951,1951,C-F,6-8,220,1924-07-25,Temple University,,378
Vince Boryla,1950,1954,F,6-5,210,1927-03-11,University of Denver,,379
Chris Bosh,2004,2016,F-C,6-11,235,1984-03-24,Georgia Institute of Technology,"static/useful_pics/Chris Bosh.png",380
Jim Bostic,1978,1978,F,6-7,225,1953-01-28,New Mexico State University,,381
Lawrence Boston,1980,1980,F,6-8,225,1956-05-18,University of Maryland,,382
Tom Boswell,1976,1984,F-C,6-9,220,1953-10-2,University of South Carolina,,383
Ruben Boumtje-Boumtje,2002,2004,C,7-0,257,1978-05-20,Georgetown University,,384
Don Boven,1950,1953,F-G,6-4,210,1925-03-6,Western Michigan University,,385
Cal Bowdler,2000,2002,F,6-10,245,1977-03-31,Old Dominion University,,386
Bruce Bowen,1997,2009,F,6-7,185,1971-06-14,"California State University, Fullerton","static/useful_pics/Bruce Bowen.png",387
Ryan Bowen,2000,2010,F,6-7,215,1975-11-20,University of Iowa,"static/useful_pics/Ryan Bowen.png",388
Tommie Bowens,1968,1970,F-C,6-8,220,1940-07-7,Grambling State University,,389
Anthony Bowie,1989,1998,G-F,6-6,190,1963-11-9,University of Oklahoma,,390
Sam Bowie,1985,1995,C-F,7-1,235,1961-03-17,University of Kentucky,,391
Orbie Bowling,1968,1968,C,6-10,215,1939-03-21,University of Tennessee,,392
Ira Bowman,2000,2002,G,6-5,195,1973-06-11,University of Pennsylvania,,393
Nate Bowman,1967,1972,C,6-10,230,1943-03-19,Wichita State University,,394
Donnie Boyce,1996,1997,G,6-5,196,1973-09-2,University of Colorado,,395
Dennis Boyd,1979,1979,G,6-1,175,1954-05-21,University of Detroit Mercy,,396
Freddie Boyd,1973,1978,G,6-2,180,1950-06-13,Oregon State University,,397
Ken Boyd,1975,1975,F,6-5,195,1952-03-25,Boston University,,398
Earl Boykins,1999,2012,G,5-5,135,1976-06-2,Eastern Michigan University,"static/useful_pics/Earl Boykins.png",399
Harry Boykoff,1950,1951,C,6-10,225,1922-07-24,St. John's University,,400
Winford Boynes,1979,1981,G-F,6-6,185,1957-05-17,University of San Francisco,,401
Cedric Bozeman,2007,2007,G,6-6,207,1983-03-7,"University of California, Los Angeles",,402
Steve Bracey,1973,1975,G,6-1,175,1950-08-1,University of Tulsa,,403
Craig Brackins,2011,2012,F,6-10,230,1987-10-9,Iowa State University,"static/useful_pics/Craig Brackins.png",404
Gary Bradds,1965,1971,F,6-8,210,1942-07-26,Ohio State University,,405
Alex Bradley,1982,1982,F,6-6,215,1959-10-30,Villanova University,,406
Alonzo Bradley,1978,1980,F,6-6,190,1953-10-16,Texas Southern University,,407
Avery Bradley,2011,2017,G,6-2,180,1990-11-26,University of Texas at Austin,"static/useful_pics/Avery Bradley.png",408
Bill Bradley,1968,1968,G,5-11,165,1941-06-16,,,409
Bill Bradley,1968,1977,F-G,6-5,205,1943-07-28,Princeton University,,410
Charles Bradley,1982,1984,G,6-5,215,1959-05-16,University of Wyoming,,411
Dudley Bradley,1980,1989,G-F,6-6,195,1957-03-19,University of North Carolina,,412
Jim Bradley,1974,1976,F,6-8,215,1952-03-16,Northern Illinois University,,413
Joe Bradley,1950,1950,G,6-3,175,1928-09-24,Oklahoma State University,,414
Michael Bradley,2002,2006,F-C,6-10,245,1979-04-18,Villanova University,,415
Shawn Bradley,1994,2005,C,7-6,235,1972-03-22,Brigham Young University,,416
Mark Bradtke,1997,1997,C-F,6-10,265,1968-09-27,,,417
Marques Bragg,1996,1996,F,6-8,230,1970-03-24,Providence College,,418
Torraye Braggs,2004,2005,F,6-8,245,1976-05-15,Xavier University,,419
A.J. Bramlett,2000,2000,C,6-10,227,1977-01-10,University of Arizona,,420
Adrian Branch,1987,1990,F-G,6-7,185,1963-11-17,University of Maryland,,421
Elton Brand,2000,2016,F,6-8,275,1979-03-11,Duke University,"static/useful_pics/Elton Brand.png",422
Terrell Brandon,1992,2002,G,5-11,180,1970-05-20,University of Oregon,,423
Bob Brannum,1950,1955,F-C,6-5,215,1925-05-28,Michigan State University,,424
Brad Branson,1982,1983,C-F,6-10,220,1958-09-24,Southern Methodist University,,425
Jesse Branson,1966,1968,F,6-7,195,1942-01-7,Elon University,,426
Jim Brasco,1953,1953,G,6-1,170,1931-02-3,New York University,,427
Mike Bratz,1978,1986,G,6-2,185,1955-10-17,Stanford University,,428
Carl Braun,1948,1962,G-F,6-5,180,1927-09-25,Colgate University,,429
Tim Breaux,1995,1998,F,6-7,215,1970-09-19,University of Wyoming,,430
J.R. Bremer,2003,2004,G,6-2,185,1980-09-19,St. Bonaventure University,,431
Pete Brennan,1959,1959,F,6-6,205,1936-09-23,University of North Carolina,,432
Tom Brennan,1955,1955,F,6-3,195,1930-08-6,Villanova University,,433
Randy Breuer,1984,1994,C,7-3,230,1960-10-11,University of Minnesota,,434
Corey Brewer,2008,2017,F-G,6-9,186,1986-03-5,University of Florida,"static/useful_pics/Corey Brewer.png",435
Jamison Brewer,2002,2005,G,6-4,184,1980-11-19,Auburn University,,436
Jim Brewer,1974,1982,F-C,6-9,210,1951-12-3,University of Minnesota,,437
Ron Brewer,1979,1986,G,6-4,180,1955-09-16,University of Arkansas,,438
Ronnie Brewer,2007,2014,G-F,6-7,220,1985-03-20,University of Arkansas,"static/useful_pics/Ronnie Brewer.png",439
Primoz Brezec,2002,2010,C,7-2,252,1979-10-2,,,440
Frankie Brian,1950,1956,G,6-1,180,1923-05-1,Louisiana State University,,441
Frank Brickowski,1985,1997,F-C,6-9,240,1959-08-14,Pennsylvania State University,,442
Junior Bridgeman,1976,1987,F-G,6-5,210,1953-09-17,University of Louisville,,443
Bill Bridges,1963,1975,F-C,6-6,228,1939-04-4,University of Kansas,,444
Al Brightman,1947,1947,F,6-2,195,1923-09-22,University of Charleston,,445
Aud Brindley,1947,1947,F,6-4,175,1923-12-31,Dartmouth College,,446
John Brisker,1970,1975,F-G,6-5,210,1947-06-15,University of Toledo,,447
Allan Bristow,1974,1983,F-G,6-7,210,1951-08-23,Virginia Polytechnic Institute and State University,,448
Tyrone Britt,1968,1968,G,6-4,190,1944-04-18,Johnson C. Smith University,,449
Wayman Britt,1978,1978,G,6-2,185,1952-08-31,University of Michigan,,450
Mike Brittain,1986,1987,C,7-0,235,1963-06-21,University of South Carolina,,451
Dave Britton,1981,1981,G,6-4,180,1958-08-29,Texas A&M University,,452
Jon Brockman,2010,2012,F,6-7,255,1987-03-20,University of Washington,"static/useful_pics/Jon Brockman.png",453
Jim Brogan,1982,1983,G,6-4,185,1958-02-24,West Virginia Wesleyan College,,454
Malcolm Brogdon,2017,2017,G,6-5,215,1992-12-11,University of Virginia,,455
Gary Brokaw,1975,1978,G,6-4,178,1954-01-11,University of Notre Dame,,456
Price Brookfield,1949,1950,F-G,6-4,185,1920-05-11,West Texas A&M University,,457
Clarence Brookins,1971,1971,F,6-4,190,,Temple University,,458
Aaron Brooks,2008,2017,G,6-0,161,1985-01-14,University of Oregon,"static/useful_pics/Aaron Brooks.png",459
Kevin Brooks,1992,1994,F,6-6,200,1969-10-12,University of Louisiana at Lafayette,,460
MarShon Brooks,2012,2014,G-F,6-5,200,1989-01-26,Providence College,"static/useful_pics/MarShon Brooks.png",461
Michael Brooks,1981,1988,F,6-7,220,1958-08-17,La Salle University,,462
Scott Brooks,1989,1998,G,5-11,165,1965-07-31,"University of California, Irvine",,463
Andre Brown,2007,2009,F,6-9,245,1981-05-12,DePaul University,"static/useful_pics/Andre Brown.png",464
Anthony Brown,2016,2017,F-G,6-7,210,1992-10-10,Stanford University,,465
Bob Brown,1949,1950,F,6-4,205,1923-11-12,Miami University,,466
Bobby Brown,2009,2017,G,6-2,175,1984-09-24,"California State University, Fullerton","static/useful_pics/Bobby Brown.png",467
Chucky Brown,1990,2002,F,6-7,214,1968-02-29,North Carolina State University,,468
Damone Brown,2002,2005,F,6-9,200,1979-06-28,Syracuse University,,469
Darrell Brown,1949,1949,F,6-2,175,1923-03-14,Humboldt State University,,470
Dee Brown,1991,2002,G,6-1,160,1968-11-29,Jacksonville University,"static/useful_pics/Dee Brown.png",471
Dee Brown,2007,2009,G,6-0,185,1984-08-17,University of Illinois at Urbana-Champaign,"static/useful_pics/Dee Brown.png",472
Derrick Brown,2010,2012,F,6-7,225,1987-09-8,Xavier University,"static/useful_pics/Derrick Brown.png",473
Devin Brown,2003,2010,G,6-5,220,1978-12-30,University of Texas at San Antonio,"static/useful_pics/Devin Brown.png",474
Ernest Brown,2002,2002,C,7-0,244,1979-05-17,Indian Hills Community College,,475
Fred Brown,1972,1984,G,6-3,182,1948-08-7,University of Iowa,,476
George Brown,1958,1958,F,6-6,190,1935-10-30,Wayne State University,,477
Gerald Brown,1999,1999,G,6-4,210,1975-07-28,Pepperdine University,,478
Harold Brown,1947,1947,G,6-0,155,1923-10-2,University of Evansville,,479
Jabari Brown,2015,2015,G,6-4,215,1992-12-18,University of Missouri,,480
Jaylen Brown,2017,2017,F,6-7,225,1996-10-24,University of California,,481
John Brown,1974,1980,F,6-7,220,1951-12-14,University of Missouri,,482
Kedrick Brown,2002,2005,G,6-7,222,1981-03-18,Okaloosa-Walton Community College,,483
Kwame Brown,2002,2013,F,6-11,270,1982-03-10,,"static/useful_pics/Kwame Brown.png",484
Larry Brown,1968,1972,G,5-9,160,1940-09-14,University of North Carolina,,485
Leon Brown,1947,1947,F,6-3,190,1919-10-12,University of Wyoming,,486
Lewis Brown,1981,1981,C,6-11,225,1955-02-19,"University of Nevada, Las Vegas",,487
Lorenzo Brown,2014,2016,G,6-5,189,1990-08-26,North Carolina State University,,488
Marcus Brown,1997,2000,G,6-3,185,1974-04-3,Murray State University,,489
Markel Brown,2015,2016,G,6-3,190,1992-01-29,Oklahoma State University,,490
Mike Brown,1987,1997,C-F,6-9,257,1963-07-19,George Washington University,,491
Myron Brown,1992,1992,G,6-3,180,1969-11-3,Slippery Rock University of Pennsylvania,,492
P.J. Brown,1994,2008,F-C,6-11,225,1969-10-14,Louisiana Tech University,"static/useful_pics/P.J. Brown.png",493
Randy Brown,1992,2003,G,6-2,190,1968-05-22,New Mexico State University,,494
Raymond Brown,1990,1990,F,6-8,220,1965-07-5,University of Idaho,,495
Rickey Brown,1981,1985,C-F,6-10,215,1958-08-20,Mississippi State University,,496
Roger Brown,1968,1975,F-G,6-5,205,1942-05-22,University of Dayton,,497
Roger Brown,1973,1980,C,6-11,225,1950-02-23,University of Kansas,,498
Shannon Brown,2007,2015,G,6-4,205,1985-11-29,Michigan State University,"static/useful_pics/Shannon Brown.png",499
Stan Brown,1948,1952,F,6-3,200,1929-06-27,,,500
Tierre Brown,2002,2005,G,6-2,189,1979-06-3,McNeese State University,,501
Tony Brown,1985,1992,F-G,6-6,185,1960-07-29,University of Arkansas,,502
Jim Browne,1949,1950,C,6-10,235,1930-01-1,,,503
Stanley Brundy,1990,1990,F,6-6,210,1967-11-13,DePaul University,,504
Brian Brunkhorst,1969,1969,F,6-6,208,1945-06-12,Marquette University,,505
George Bruns,1973,1973,G,6-0,160,1946-08-30,Manhattan College,,506
Rick Brunson,1998,2006,G,6-4,190,1972-06-14,Temple University,,507
Nicolas Brussino,2017,2017,G-F,6-7,195,1993-03-2,,,508
Em Bryant,1965,1972,G,6-1,175,1938-11-4,DePaul University,,509
Joe Bryant,1976,1983,F-C,6-9,185,1954-10-19,La Salle University,,510
Kobe Bryant,1997,2016,G-F,6-6,212,1978-08-23,,"static/useful_pics/Kobe Bryant.png",511
Mark Bryant,1989,2003,F-C,6-9,245,1965-04-25,Seton Hall University,,512
Wallace Bryant,1984,1986,C,7-0,245,1959-07-14,University of San Francisco,,513
Torgeir Bryn,1990,1990,C,6-9,250,1964-08-8,Texas State University,,514
George Bucci,1976,1976,G,6-3,200,1953-07-9,Manhattan College,,515
Joe Buckhalter,1962,1963,F,6-7,210,1937-08-1,Tennessee State University,,516
Steve Bucknall,1990,1990,G,6-6,215,1966-03-17,University of North Carolina,,517
Cleveland Buckner,1962,1963,F-C,6-9,210,1938-08-17,Jackson State University,,518
Greg Buckner,2000,2009,G,6-4,210,1976-09-16,Clemson University,"static/useful_pics/Greg Buckner.png",519
Quinn Buckner,1977,1986,G,6-3,190,1954-08-20,Indiana University,,520
Dave Budd,1961,1965,F,6-6,205,1938-10-28,Wake Forest University,,521
Chase Budinger,2010,2016,F,6-7,209,1988-05-22,University of Arizona,"static/useful_pics/Chase Budinger.png",522
Walt Budko,1949,1952,F-C,6-5,220,1925-07-30,Columbia University,,523
Jud Buechler,1991,2002,F-G,6-6,220,1968-06-19,University of Arizona,,524
Rodney Buford,2000,2005,G-F,6-5,189,1977-11-2,Creighton University,,525
Matt Bullard,1991,2002,F,6-10,215,1967-06-5,University of Iowa,,526
Reggie Bullock,2014,2017,G-F,6-7,205,1991-03-16,University of North Carolina,,527
Larry Bunce,1968,1969,C,7-0,240,1945-07-29,Utah State University,,528
Greg Bunch,1979,1979,F,6-6,190,1956-05-15,"California State University, Fullerton",,529
Dick Bunt,1953,1953,G,6-0,170,1930-07-13,New York University,,530
Bill Buntin,1966,1966,C-F,6-7,250,1942-05-5,University of Michigan,,531
Bill Bunting,1970,1972,F-C,6-8,200,1947-08-26,University of North Carolina,,532
Ticky Burden,1976,1978,G,6-2,185,1953-02-28,University of Utah,,533
Pat Burke,2003,2007,C-F,6-11,250,1973-12-14,Auburn University,,534
Trey Burke,2014,2017,G,6-1,191,1992-11-12,University of Michigan,,535
Roger Burkman,1982,1982,G,6-5,175,1958-05-22,University of Louisville,,536
Alec Burks,2012,2017,G,6-6,214,1991-07-20,University of Colorado,"static/useful_pics/Alec Burks.png",537
Antonio Burks,2005,2006,G,6-1,200,1980-02-25,University of Memphis,,538
Kevin Burleson,2006,2006,G,6-3,205,1979-04-9,University of Minnesota,,539
Tom Burleson,1975,1981,C,7-2,225,1952-02-24,North Carolina State University,,540
Jack Burmaster,1950,1950,G,6-3,190,1926-12-23,University of Illinois at Urbana-Champaign,,541
David Burns,1982,1982,G,6-2,180,1958-07-3,Saint Louis University,,542
Evers Burns,1994,1994,F,6-8,260,1971-08-24,University of Maryland,,543
Jim Burns,1968,1968,G,6-3,195,1945-09-21,Northwestern University,,544
Scott Burrell,1994,2001,G-F,6-7,218,1971-01-12,University of Connecticut,,545
Art Burris,1951,1952,F,6-5,220,1924-04-7,University of Tennessee,,546
Junior Burrough,1996,1996,F,6-8,242,1973-01-18,University of Virginia,,547
Bob Burrow,1957,1958,C-F,6-7,228,1934-06-29,University of Kentucky,,548
Ed Burton,1962,1965,F,6-6,225,1939-08-13,Michigan State University,,549
Willie Burton,1991,1999,F-G,6-8,210,1968-05-26,University of Minnesota,,550
